ionIdx,ionMz,average intensity,mz difference,id,score,formula,ion,name
35,108.0453496,3507.612274,0.000133404,HMDB01169; HMDB35882; HMDB40582,100,C6H7NO,-H(-),Aminophenol
36,109.0293475,6866.766664,0.000151785,HMDB00957; HMDB02434; HMDB31180; HMDB32037; HMDB33002; HMDB33127,100,C6H6O2,-H(-),Catechol
37,109.0406562,128716.9,7.54E-05,HMDB03905; HMDB33156; HMDB60741,100,C5H6N2O,-H(-),N-Acetylimidazole
38,109.0657112,15709.76194,0.000172392,HMDB29721; HMDB29728; HMDB31541; HMDB40277; HMDB40278,100,C7H10O,-H(-),"2,3,5-Trimethylfuran"
39,110.0246035,5313.824623,0.000144411,HMDB04230; HMDB38175,100,C5H5NO2,-H(-),Pyrrole-2-carboxylic acid
40,110.9918792,117542.3371,-0.000873152,HMDB29717,100,C5H4OS,-H(-),2-Thiophenecarboxaldehyde
41,111.0086783,13193.94305,8.59E-05,HMDB00444; HMDB00617; HMDB32994; HMDB39437,100,C5H4O3,-H(-),Furoic acid
42,111.0197228,9078.922839,0.000273672,HMDB00300; HMDB60760,100,C4H4N2O2,-H(-),Uracil
43,111.0450792,4487.391671,6.93E-05,HMDB01164; HMDB29581; HMDB31344; HMDB31543; HMDB31759; HMDB32233; HMDB33569; HMDB34247; HMDB39778; HMDB40260,100,C6H8O2,-H(-),C6:2
44,111.0814782,2237.823619,5.46E-05,HMDB31483; HMDB31486; HMDB31487; HMDB31488; HMDB31539; HMDB31540; HMDB31550; HMDB31551; HMDB32301; HMDB33667; HMDB33827; HMDB34372; HMDB40339,100,C7H12O,-H(-),(Z)-4-Heptenal
45,112.0401525,2937.866992,0.000244565,HMDB01301; HMDB06875,100,C5H7NO2,-H(-),Pyrroline carboxylic acid
46,112.0515027,5543.843275,0.000126728,HMDB00562,100,C4H7N3O,-H(-),Creatinine
47,113.0241944,2994.077322,0.00021898,HMDB31859; HMDB60461,100,C5H6O3,-H(-),"2-Hydroxy-2,4-pentadienoic acid"
48,113.0354803,12596.31177,0.000165357,HMDB00076; HMDB03646; HMDB60245,100,C4H6N2O2,-H(-),Dihydrouracil
49,113.0605242,588.9815518,0.000273505,HMDB00453; HMDB03843; HMDB10719; HMDB29487; HMDB31158; HMDB31491; HMDB31492; HMDB31501; HMDB31559; HMDB31560; HMDB31561; HMDB31562; HMDB32490; HMDB33568; HMDB39581; HMDB40328; HMDB60476,100,C6H10O2,-H(-),Delta-Hexanolactone
50,114.0559861,188.0465138,6.02E-05,HMDB00162; HMDB03411; HMDB12880; HMDB30409; HMDB34208,100,C5H9NO2,-H(-),Proline
51,115.003687,330.2584851,-8.68E-06,HMDB00134; HMDB00176,100,C4H4O4,-H(-),Fumarate
52,115.0400006,836.2545677,6.20E-05,HMDB00019; HMDB00310; HMDB00720; HMDB01865; HMDB03771; HMDB12233; HMDB31643; HMDB34466,100,C5H8O3,-H(-),Ketovaline
53,115.051402,12504.95742,-0.000107121,HMDB60496; HMDB61163,100,C4H8N2O2,-H(-),Diacetylhydrazine
54,115.0763634,45474.42666,8.35E-05,HMDB00535; HMDB00689; HMDB29762; HMDB30027; HMDB30056; HMDB30059; HMDB31207; HMDB31221; HMDB31246; HMDB31248; HMDB31325; HMDB31511; HMDB31580; HMDB33774; HMDB33889; HMDB34163; HMDB37266; HMDB40279; HMDB40327,100,C6H12O2,-H(-),Hexanoic acid
55,116.017408,5611.211538,0.000144997,HMDB02287,100,C4H7NOS,-H(-),Homocysteine thiolactone
56,116.0351846,58770.04863,0.000126611,HMDB00532; HMDB06454; HMDB12249,100,C4H7NO3,-H(-),Aspartate semialdehyde
57,116.0716906,23391.2477,4.92E-06,HMDB00043; HMDB00883; HMDB01382; HMDB02141; HMDB03355; HMDB13716; HMDB15550,100,C5H11NO2,-H(-),Valine; Betaine
58,117.0192752,4827.317327,5.23E-05,HMDB00202; HMDB00254; HMDB00349; HMDB00940; HMDB31204; HMDB39324,100,C4H6O4,-H(-),Succinate
59,117.0552677,992.8793892,0.000444123,HMDB00351; HMDB00354; HMDB00396; HMDB00407; HMDB00410; HMDB00531; HMDB00642; HMDB00754; HMDB01863; HMDB01987; HMDB02011; HMDB40735; HMDB41603; HMDB59844,100,C5H10O3,-H(-),5-Hydroxypentanoic acid
60,118.0507841,1385.019247,0.000176305,HMDB00167; HMDB00719; HMDB04041; HMDB61148,100,C4H9NO3,-H(-),Threonine
61,118.9802618,2651.093289,0.000572367,HMDB01368,100,C3H4O3S,-H(-),Mercaptopyruvic acid
62,119.035567,15247.93454,-0.00059026,HMDB00337; HMDB00360; HMDB00498; HMDB02453; HMDB02601; HMDB02649; HMDB06293,100,C4H8O4,-H(-),Tetrose
63,119.0499571,5810.973122,0.000277331,HMDB04072; HMDB06236; HMDB13815; HMDB29636; HMDB29637; HMDB29638; HMDB33910; HMDB38997,100,C8H8O,-H(-),Phenylacetaldehyde
64,120.9956765,1910.520256,0.000806905,HMDB02127,100,C3H6O3S,-H(-),3-Mercaptolactate
65,121.029965,8757.40898,-0.000465742,HMDB01870; HMDB11718; HMDB32918; HMDB34170,100,C7H6O2,-H(-),Benzoate
65,121.029965,8757.40898,0.000676558,HMDB00005; HMDB00060; HMDB01172; HMDB01259; HMDB02217; HMDB03381; HMDB31646,40,C4H6O3,.F(-),Oxobutanoic acid
66,121.0657002,423.6613166,0.00018336,HMDB29306; HMDB30540; HMDB32074; HMDB32076; HMDB32148; HMDB32150; HMDB32151; HMDB32619; HMDB33944; HMDB41609; HMDB59873,100,C8H10O,-H(-),Phenylethyl alcohol
67,122.024467,2980.366794,0.000280872,HMDB01488; HMDB02243; HMDB31713; HMDB41950; HMDB60665,100,C6H5NO2,-H(-),Nicotinate
68,122.0609566,138321.2541,0.000175577,HMDB29300; HMDB32492; HMDB32578; HMDB36058; HMDB40360,100,C7H9NO,-H(-),Anisidine
69,123.044971,15627.00198,0.000177494,HMDB00873; HMDB01398; HMDB11724; HMDB29696; HMDB32917; HMDB34877; HMDB35226; HMDB38963; HMDB40280; HMDB59709; HMDB59712,100,C7H8O2,-H(-),Orcinol
70,123.056082,13176.48946,0.000298815,HMDB04181; HMDB31852; HMDB40141; HMDB40143,100,C6H8N2O,-H(-),1-(1-Oxopropyl)-1H-imidazole
71,123.0815478,7390.591113,-1.50E-05,HMDB31414; HMDB31582; HMDB31686; HMDB32446; HMDB32447; HMDB33238; HMDB39844; HMDB40246; HMDB40272,100,C8H12O,-H(-),"2,3-Dimethyl-2-cyclohexen-1-one"
72,124.0072348,8068.992573,0.00014638,HMDB00251,100,C2H7NO3S,-H(-),Taurine
73,124.9905116,7762.400016,0.000885941,HMDB03903; HMDB31233,100,C2H6O4S,-H(-),2-Hydroxyethanesulfonate
73,124.9905116,7762.400016,3.56E-05,HMDB15677,65,C3H8OS2,-H(-) [+2],Dimercaprol
74,125.0242851,4397.496292,0.000128255,HMDB13674; HMDB13675; HMDB29750; HMDB30776; HMDB31256; HMDB32651; HMDB34355; HMDB59735,100,C6H6O3,-H(-),Pyrogallic acid
75,125.0349606,4193.621861,0.000685085,HMDB00262; HMDB02024; HMDB29736; HMDB60261,100,C5H6N2O2,-H(-),Thymine
76,125.0465292,7409.071899,0.000348819,HMDB02128; HMDB03192,100,C4H6N4O,-H(-),5-Amino-4-imidazolecarboxyamide
77,125.0606821,7549.533389,0.000115608,HMDB29582; HMDB31222; HMDB31223; HMDB32067; HMDB32333; HMDB33629; HMDB34080; HMDB34835; HMDB37026; HMDB37027; HMDB40445; HMDB41474,100,C7H10O2,-H(-),Toluene-cis-dihydrodiol
78,125.0970788,1549.659608,0.00010318,HMDB13809; HMDB30961; HMDB30966; HMDB31197; HMDB31301; HMDB31309; HMDB31590; HMDB31591; HMDB32403; HMDB32451; HMDB33547; HMDB35242; HMDB35390; HMDB35915; HMDB37152; HMDB39769; HMDB39770; HMDB40146; HMDB40149; HMDB40151,100,C8H14O,-H(-),Sulcatone
79,126.0924115,367.1253509,1.91E-05,HMDB31667; HMDB40030,100,C7H13NO,-H(-),N-Cyclohexylformamide
80,127.0040062,4783.342656,-0.000327938,HMDB59784,100,C5H4O4,-H(-),5-Hydroxy-2-furoic acid
81,127.0400039,762237.0955,5.87E-05,HMDB31303; HMDB31306; HMDB31847; HMDB33285; HMDB33517; HMDB38072; HMDB40594; HMDB40732,100,C6H8O3,-H(-),"Dihydro-4,4-dimethyl-2,3-furandione"
82,127.0513272,207770.6039,-3.23E-05,HMDB00079; HMDB29874; HMDB31547,100,C5H8N2O2,-H(-),Dihydrothymine
83,127.0764301,595558.7271,1.68E-05,HMDB29165; HMDB29314; HMDB30330; HMDB31174; HMDB31342; HMDB31351; HMDB31476; HMDB31477; HMDB31484; HMDB31500; HMDB31504; HMDB31593; HMDB31603; HMDB31681; HMDB32391; HMDB32460; HMDB33793; HMDB38271; HMDB38962; HMDB39819; HMDB40214; HMDB40591,100,C7H12O2,-H(-),Ethyl tiglate
84,128.0352905,37151.52131,2.07E-05,HMDB00267; HMDB00805; HMDB01369; HMDB01843; HMDB02234; HMDB60262; HMDB61093,100,C5H7NO3,-H(-),Oxoproline
85,129.0193906,10171.66352,-6.31E-05,HMDB00620; HMDB00634; HMDB00749; HMDB02092; HMDB13233; HMDB33809; HMDB59743; HMDB60365; HMDB61185,100,C5H6O4,-H(-),Itaconate
86,129.0386719,4010.49803,-0.000718266,HMDB31370; HMDB37493; HMDB40238,100,C6H10OS,-H(-),2-[(Methylthio)methyl]-2-butenal
86,129.0386719,4010.49803,-0.000372306,HMDB00267; HMDB00805; HMDB01369; HMDB01843; HMDB02234; HMDB60262; HMDB61093,92,C5H7NO3,-H(-) [+1],Oxoproline
87,129.0556439,3094.741097,6.79E-05,HMDB00408; HMDB00491; HMDB00695; HMDB01864; HMDB06024; HMDB10717; HMDB12882; HMDB31214; HMDB31216; HMDB31218; HMDB33286; HMDB33302; HMDB33698; HMDB41602; HMDB59876,100,C6H10O3,-H(-),4-Methyl-2-oxopentanoate
88,129.0919607,17071.75649,0.000135407,HMDB00666; HMDB30028; HMDB30052; HMDB31528; HMDB31594; HMDB31595; HMDB31600; HMDB32204; HMDB32874; HMDB33745; HMDB34166; HMDB34239; HMDB35238; HMDB36209; HMDB36237; HMDB36238; HMDB38227; HMDB39095; HMDB39618; HMDB39619; HMDB40297,100,C7H14O2,-H(-),Ethyl isovalerate
89,129.1033946,3359.270697,-6.62E-05,HMDB02064; HMDB60268,100,C6H14N2O,-H(-),N-Acetylputrescine
90,130.050881,4156.510904,7.94E-05,HMDB00725; HMDB00766; HMDB00783; HMDB01149; HMDB02104; HMDB02113; HMDB06055; HMDB06272; HMDB36576; HMDB59659; HMDB60460,100,C5H9NO3,-H(-),5-Aminolevulinic acid
91,130.0873654,21220.11668,-2.07E-05,HMDB00172; HMDB00557; HMDB00687; HMDB01645; HMDB01901; HMDB03640; HMDB13773; HMDB29168; HMDB33923; HMDB36382; HMDB60650,100,C6H13NO2,-H(-),(Iso)Leucine
92,131.0350215,5119.723425,-4.48E-05,HMDB00576; HMDB00622; HMDB00661; HMDB01844; HMDB02001; HMDB06833; HMDB06855; HMDB29884; HMDB33958; HMDB40531,100,C5H8O4,-H(-),Glutarate
93,131.0460364,27165.75883,0.000172559,HMDB00026; HMDB00168; HMDB11733; HMDB12265; HMDB33780,100,C4H8N2O3,-H(-),Asparagine
94,131.0824692,17423.66469,0.000124091,HMDB00214; HMDB03374; HMDB32455,100,C5H12N2O2,-H(-),Ornithine
95,132.0302039,2665.557427,2.14E-05,HMDB00191; HMDB06483; HMDB11753,100,C4H7NO4,-H(-),Aspartate
96,133.0142439,39647.11427,-2.29E-06,HMDB00156; HMDB00744; HMDB31518; HMDB32872,100,C4H6O5,-H(-),Malate
97,133.0502201,10995.38884,0.000405754,HMDB00421; HMDB01292; HMDB03224; HMDB12141; HMDB12485; HMDB29576,100,C5H10O4,-H(-),Deoxyribose
98,133.065858,69766.65883,2.56E-05,HMDB29639; HMDB29697; HMDB29698; HMDB30839; HMDB31626; HMDB32024; HMDB32142; HMDB32608; HMDB32623; HMDB33716; HMDB34107; HMDB34563; HMDB36441; HMDB59601; HMDB59895,100,C9H10O,-H(-),Indan-1-ol
99,134.0244846,26593.15865,0.000263298,HMDB32931,100,C7H5NO2,-H(-),2-Benzoxazolol
100,135.0299247,1204467.405,-3.39E-05,HMDB00613; HMDB00943,100,C4H8O5,-H(-),Threonate
101,135.0451918,133593.9779,-4.33E-05,HMDB00209; HMDB02340; HMDB03767; HMDB29635; HMDB29686; HMDB31459; HMDB32400; HMDB32568; HMDB32603; HMDB33128; HMDB33766; HMDB33968; HMDB38176; HMDB40638; HMDB40733; HMDB41485,100,C8H8O2,-H(-),Phenyl acetate
102,135.0813631,56452.65135,0.000169718,HMDB29667; HMDB31312; HMDB31446; HMDB31627; HMDB31628; HMDB32029; HMDB32149; HMDB32441; HMDB32544; HMDB32621; HMDB32624; HMDB32625; HMDB33962; HMDB34378; HMDB38984; HMDB38985; HMDB38986; HMDB38987; HMDB38988; HMDB39782; HMDB59896,100,C9H12O,-H(-),4-Propylphenol
103,136.0404698,14449.78417,-7.27E-05,HMDB00875; HMDB01123; HMDB01392; HMDB01538; HMDB01891; HMDB15687; HMDB29806; HMDB60722,100,C7H7NO2,-H(-),Anthranilate
104,137.0356004,19549.02754,4.53E-05,HMDB00301; HMDB02730; HMDB31338; HMDB34174,100,C6H6N2O2,-H(-),Urocanate
105,137.0972006,5728.23751,-1.86E-05,HMDB13824; HMDB31084; HMDB31152; HMDB31195; HMDB31261; HMDB31685; HMDB33434; HMDB33857; HMDB35229; HMDB35929; HMDB36069; HMDB36091; HMDB36092; HMDB40338,100,C9H14O,-H(-),Isophorone
106,138.0197819,4087.151389,-0.000119909,HMDB01232; HMDB02658; HMDB13188; HMDB59710,100,C6H5NO3,-H(-),4-Nitrophenol
107,138.0559942,3070.547172,5.21E-05,HMDB12153; HMDB38174; HMDB59856,100,C7H9NO2,-H(-),Gabaculine
108,138.9798038,7079.565152,0.000375241,HMDB01494; HMDB04110,100,C2H5O5P,-H(-),Acetyl-P
109,139.0226807,2601.382872,-0.000376329,HMDB32571; HMDB32922; HMDB33130; HMDB33159; HMDB41281; HMDB41502,100,C7H8OS,-H(-),2-Methoxybenzenethiol
109,139.0226807,2601.382872,0.000765971,HMDB01527; HMDB35646,40,C4H8O2S,.F(-),3-(Methylthio)propionic acid
110,139.076274,2778.678421,0.000172921,HMDB32311; HMDB36176; HMDB37167; HMDB37196; HMDB37625; HMDB39651; HMDB39652; HMDB39673; HMDB39680; HMDB39681; HMDB40463; HMDB40526; HMDB60682,100,C8H12O2,-H(-),"cis-1,2-Dihydro-3-ethylcatechol"
111,139.11271,424032.4532,0.000121246,HMDB30957; HMDB30958; HMDB31262; HMDB31269; HMDB31834; HMDB32535; HMDB33554; HMDB33794; HMDB34758; HMDB34761; HMDB34764; HMDB34845; HMDB35916; HMDB35926; HMDB35927; HMDB37001; HMDB37150; HMDB37170; HMDB38067; HMDB38400; HMDB39461; HMDB59828,100,C9H16O,-H(-),"(3Z,6Z)-3,6-Nonadien-1-ol"
112,140.0117571,16660.26806,-0.000254214,HMDB29188,100,C6H5O4,-H(-),5-Hydroxymethyl-2-furanoate
112,140.0117571,16660.26806,5.48E-05,HMDB00224; HMDB60151; HMDB60152,100,C2H8NO4P,-H(-),Ethanolamine phosphate
113,142.0512055,3941.708873,-0.000245062,HMDB00894; HMDB14491; HMDB32161; HMDB61082,100,C6H9NO3,-H(-),2-Hydroxymethylclavam
114,142.9907426,59381.96822,-0.000214831,HMDB41810,25,C6H5ClO2,-H(-),4-Chlorocatechol
114,142.9907426,59381.96822,-0.000275531,HMDB06115,5,C7H6O,.K/H-H(-),Aromatic aldehyde
115,143.0348696,825.9800178,0.000107131,HMDB00393; HMDB00522; HMDB02266; HMDB13311; HMDB29171; HMDB31257; HMDB36232; HMDB40207,100,C6H8O4,-H(-),"2,3-Dimethylmaleate"
116,143.0463401,3040.430242,-0.000131105,HMDB41946,100,C5H8N2O3,-H(-),N-Nitrosoproline
117,143.0712381,45258.30621,0.000122901,HMDB01988; HMDB31176; HMDB36594; HMDB37114; HMDB40433,100,C7H12O3,-H(-),trans-4-Hydroxycyclohexanecarboxylate
118,143.1077441,818687.1245,1.20E-06,HMDB00482; HMDB01877; HMDB29980; HMDB30368; HMDB31230; HMDB31290; HMDB31478; HMDB31579; HMDB31587; HMDB31588; HMDB31596; HMDB31638; HMDB31703; HMDB32046; HMDB32047; HMDB32203; HMDB32225; HMDB32272; HMDB32335; HMDB32551; HMDB34161; HMDB34164; HMDB34234; HMDB34459; HMDB35457; HMDB36165; HMDB39217; HMDB39620; HMDB40209; HMDB40251; HMDB40252; HMDB40296; HMDB40298,100,C8H16O2,-H(-),Octanoic acid
119,144.030381,41265.49341,-0.000155727,HMDB01552,100,C5H7NO4,-H(-),2-Oxoglutaramate
119,144.030381,41265.49341,-0.000321212,HMDB32493; HMDB32985; HMDB34882; HMDB38439; HMDB41084,57,C6H9NOS,-H(-) [+2],5-(2-Hydroxyethyl)-4-methylthiazole
120,144.0455285,19224.05578,-4.55E-05,HMDB29737,100,C9H7NO,-H(-),3-Methyleneoxindole
121,144.0667452,503406.4822,-0.000135619,HMDB00730; HMDB00808; HMDB01263; HMDB03681; HMDB12131; HMDB12151; HMDB15127; HMDB29425; HMDB29426; HMDB59595; HMDB60265; HMDB61156,100,C6H11NO3,-H(-),4-Acetamidobutanoate
122,144.0778033,80974.65227,3.86E-05,HMDB03464,100,C5H11N3O2,-H(-),4-Guanidinobutanoate
123,145.0142856,27786.88556,-4.40E-05,HMDB00208; HMDB13701,100,C5H6O5,-H(-),Oxoglutarate
124,145.0282483,6915.534739,0.001251027,HMDB01218; HMDB02359; HMDB32938; HMDB33183,67,C9H6O2,-H(-),Coumarin
125,145.0505929,14417.79323,3.30E-05,HMDB00422; HMDB00448; HMDB00752; HMDB00858; HMDB02074; HMDB02173; HMDB06900; HMDB33837,100,C6H10O4,-H(-),2-Methylglutaric acid
126,145.0618791,7017.98372,-2.09E-05,HMDB00641; HMDB02031; HMDB03423; HMDB06899; HMDB28687,100,C5H10N2O3,-H(-),Glutamine
127,145.0981726,12290.34656,6.99E-05,HMDB00182; HMDB03405; HMDB12114; HMDB12115,100,C6H14N2O2,-H(-),Lysine
128,146.0246856,5984.449338,6.23E-05,HMDB06779; HMDB30481,100,C8H5NO2,-H(-),"Indole-5,6-quinone"
129,146.0459589,11732.18044,-8.44E-05,HMDB00148; HMDB02393; HMDB02931; HMDB03011; HMDB03339; HMDB06556; HMDB33550; HMDB60475,100,C5H9NO4,-H(-),Glutamate
130,147.0299946,91014.86758,-0.000103829,HMDB00426; HMDB00428; HMDB00606; HMDB00694; HMDB01900; HMDB11676; HMDB59655,100,C5H8O5,-H(-),Hydroxyglutarate
131,147.0491687,3414.568362,-0.000651802,HMDB31717; HMDB32271; HMDB32410; HMDB32495; HMDB36193; HMDB37619; HMDB38299; HMDB39653; HMDB40413; HMDB41306,100,C6H12O2S,-H(-),3-(Methylthio)propyl acetate
131,147.0491687,3414.568362,-0.000294801,HMDB00148; HMDB02393; HMDB02931; HMDB03011; HMDB03339; HMDB06556; HMDB33550; HMDB60475,91,C5H9NO4,-H(-) [+1],Glutamate
132,147.0663168,22700.60761,-4.17E-05,HMDB00227; HMDB12140; HMDB31639; HMDB59629; HMDB59705,100,C6H12O4,-H(-),Mevalonate
132,147.0663168,22700.60761,0.000104725,HMDB37621; HMDB39465; HMDB39468; HMDB40186,57,C7H14OS,-H(-) [+2],4-Methyl-4-(methylthio)-2-pentanone
133,147.084434,239549.6719,0.000467247,HMDB40153,100,C7H16OS,-H(-),R-3-(Methylthio)-1-hexanol
133,147.084434,239549.6719,0.000877937,HMDB29449; HMDB33453; HMDB61157,21,C6H13NO3,-H(-) [+1],"(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid"
134,148.044083,29041.74927,-0.00031746,HMDB00696; HMDB14997; HMDB33951,100,C5H11NO2S,-H(-),Methionine
135,149.0092084,9957.506195,-5.27E-05,HMDB00956; HMDB29878; HMDB59916,100,C4H6O6,-H(-),Tartaric acid
135,149.0092084,9957.506195,0.000815224,HMDB38889,100,C5H10OS2,-H(-),2-Methyl-2-(methyldithio)propanal
135,149.0092084,9957.506195,0.000191038,HMDB01553,24,C5H8O3S,-H(-) [+2],2-Oxo-4-methylthiobutanoic acid
136,149.0243019,2145.005187,0.000111503,HMDB01587; HMDB31515; HMDB32598; HMDB32612; HMDB40528,100,C8H6O3,-H(-),Phenylglyoxylic acid
137,149.045528,25432.65513,1.20E-05,HMDB00098; HMDB00283; HMDB00366; HMDB00621; HMDB00646; HMDB00751; HMDB01644; HMDB03371; HMDB12194; HMDB12325; HMDB29941; HMDB29942; HMDB59753; HMDB60254,100,C5H10O5,-H(-),Pentose
138,149.0608453,878.8681783,-4.76E-05,HMDB00764; HMDB02097; HMDB02222; HMDB02237; HMDB03654; HMDB11743; HMDB13744; HMDB31310; HMDB32073; HMDB32075; HMDB32569; HMDB32570; HMDB32592; HMDB32617; HMDB33967; HMDB33970; HMDB37715; HMDB38355; HMDB40428; HMDB40925; HMDB59824,100,C9H10O2,-H(-),Hydrocinnamic acid
139,149.097154,15817.3634,2.80E-05,HMDB01878; HMDB03647; HMDB04487; HMDB29652; HMDB31570; HMDB31613; HMDB31817; HMDB32063; HMDB32213; HMDB32626; HMDB33544; HMDB34846; HMDB34921; HMDB35089; HMDB35172; HMDB35250; HMDB35591; HMDB35761; HMDB35770; HMDB35824; HMDB36061; HMDB36070; HMDB36089; HMDB36999; HMDB37561; HMDB38913,100,C10H14O,-H(-),Thymol
140,150.002171,766407.2433,-0.000267207,HMDB34413; HMDB40578,100,C7H5NOS,-H(-),"1,2-Benzisothiazol-3(2H)-one"
141,150.0420502,31176.08307,7.64E-05,HMDB00132; HMDB00403; HMDB00542,100,C5H5N5O,-H(-),Guanine
